HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Kenya,South Sudan,2021,7,1,8
Namibia,Tanzania,2021,3,2,5
England,Northern Ireland,2021,4,0,4
Bahrain,Taiwan,2021,0,2,2
Myanmar,United Arab Emirates,2021,2,0,2
Guam,Lebanon,2021,0,3,3
Cameroon,Central African Republic,2021,2,0,2
Benin,Burkina Faso,2021,1,3,4
Ghana,Nigeria,2021,1,0,1
Gambia,Sierra Leone,2021,1,1,2
Guinea,Mali,2021,0,2,2
Ivory Coast,Niger,2021,11,0,11
Ethiopia,Uganda,2021,2,0,2
Burundi,Eritrea,2021,1,0,1
Zambia,Malawi,2021,3,2,5
Eswatini,Zimbabwe,2021,0,3,3
Botswana,Angola,2021,2,0,2
South Africa,Mozambique,2021,6,0,6
Tunisia,Egypt,2021,1,0,1
Gabon,Congo,2021,1,0,1
Senegal,Liberia,2021,6,0,6
Mauritania,Guinea-Bissau,2021,0,1,1
Slovakia,Georgia,2021,2,0,2
Finland,Republic of Ireland,2021,1,2,3
Ukraine,Spain,2021,0,6,6
Faroe Islands,Hungary,2021,1,7,8
Belarus,Netherlands,2021,0,2,2
Iceland,Cyprus,2021,5,0,5
North Macedonia,Luxembourg,2021,2,3,5
Latvia,England,2021,0,10,10
Northern Ireland,Austria,2021,2,2,4
Armenia,Kosovo,2021,0,1,1
Norway,Belgium,2021,4,0,4
Poland,Albania,2021,2,0,2
Lithuania,Italy,2021,0,5,5
Switzerland,Croatia,2021,5,0,5
Germany,Israel,2021,7,0,7
Bulgaria,Portugal,2021,0,5,5
Serbia,Turkey,2021,2,0,2
Kazakhstan,France,2021,0,5,5
Greece,Slovenia,2021,1,4,5
Wales,Estonia,2021,4,0,4
Azerbaijan,Malta,2021,1,2,3
Montenegro,Denmark,2021,1,5,6
Sweden,Finland,2021,2,1,3
Republic of Ireland,Slovakia,2021,1,1,2
Spain,Faroe Islands,2021,12,0,12
North Macedonia,Northern Ireland,2021,0,11,11
Kosovo,Poland,2021,1,2,3
Belgium,Armenia,2021,19,0,19
Albania,Norway,2021,0,7,7
Serbia,Bulgaria,2021,3,0,3
Portugal,Israel,2021,4,0,4
Bosnia and Herzegovina,Denmark,2021,0,3,3
Chile,Venezuela,2021,1,0,1
Brazil,India,2021,6,1,7
Scotland,Ukraine,2021,1,1,2
Cyprus,Belarus,2021,1,1,2
Croatia,Lithuania,2021,0,0,0
Italy,Switzerland,2021,1,2,3
Romania,Moldova,2021,3,0,3
Germany,Turkey,2021,8,0,8
Slovenia,Estonia,2021,6,0,6
Wales,Greece,2021,5,0,5
France,Kazakhstan,2021,6,0,6
Malta,Montenegro,2021,0,2,2
Czech Republic,Netherlands,2021,2,2,4
England,Austria,2021,1,0,1
India,Chile,2021,0,3,3
Brazil,Venezuela,2021,4,1,5
Northern Ireland,North Macedonia,2021,9,0,9
Sweden,Slovakia,2021,3,0,3
Republic of Ireland,Georgia,2021,11,0,11
Hungary,Ukraine,2021,4,2,6
Spain,Scotland,2021,8,0,8
Cyprus,Iceland,2021,0,4,4
England,Latvia,2021,20,0,20
Luxembourg,Austria,2021,0,8,8
Armenia,Norway,2021,0,10,10
Kosovo,Albania,2021,1,3,4
Belgium,Poland,2021,4,0,4
Croatia,Moldova,2021,4,0,4
Lithuania,Switzerland,2021,0,7,7
Romania,Italy,2021,0,5,5
Bulgaria,Serbia,2021,1,4,5
Turkey,Israel,2021,3,2,5
Portugal,Germany,2021,1,3,4
Slovenia,Greece,2021,0,0,0
France,Wales,2021,2,0,2
Bosnia and Herzegovina,Malta,2021,1,0,1
Azerbaijan,Montenegro,2021,1,0,1
Venezuela,India,2021,2,1,3
Brazil,Chile,2021,2,0,2
China PR,Taiwan,2022,4,0,4
Australia,Indonesia,2022,18,0,18
Thailand,Philippines,2022,0,1,1
Japan,Myanmar,2022,5,0,5
South Korea,Vietnam,2022,3,0,3
Iran,China PR,2022,0,7,7
Philippines,Australia,2022,0,4,4
Indonesia,Thailand,2022,0,4,4
Myanmar,South Korea,2022,0,2,2
Vietnam,Japan,2022,0,3,3
Taiwan,Iran,2022,5,0,5
Australia,Thailand,2022,2,1,3
Philippines,Indonesia,2022,6,0,6
Japan,South Korea,2022,1,1,2
Vietnam,Myanmar,2022,2,2,4
Australia,South Korea,2022,0,1,1
Japan,Thailand,2022,7,0,7
China PR,Vietnam,2022,3,1,4
Taiwan,Philippines,2022,1,1,2
Thailand,Vietnam,2022,0,2,2
South Korea,Philippines,2022,2,0,2
China PR,Japan,2022,2,2,4
Taiwan,Thailand,2022,3,0,3
China PR,South Korea,2022,3,2,5
Vietnam,Taiwan,2022,2,1,3
Brazil,Netherlands,2022,1,1,2
France,Finland,2022,5,0,5
Denmark,Italy,2022,0,1,1
Portugal,Norway,2022,2,0,2
Burundi,Djibouti,2022,6,1,7
Zambia,Namibia,2022,0,0,0
Senegal,Mali,2022,1,0,1
Guinea-Bissau,Burkina Faso,2022,0,6,6
Bulgaria,Latvia,2022,1,1,2
Uzbekistan,Lithuania,2022,1,0,1
Ukraine,Venezuela,2022,1,0,1
Wales,Scotland,2022,3,1,4
Republic of Ireland,Poland,2022,2,1,3
Slovakia,Belgium,2022,0,4,4
Hungary,Russia,2022,2,2,4
Malta,Moldova,2022,3,1,4
United States,Czech Republic,2022,0,0,0
Iceland,New Zealand,2022,1,0,1
Togo,Gabon,2022,2,1,3
Germany,Spain,2022,1,1,2
England,Canada,2022,1,1,2
Zimbabwe,Botswana,2022,1,3,4
South Africa,Algeria,2022,2,0,2
Tunisia,Equatorial Guinea,2022,5,0,5
Cameroon,Gambia,2022,8,0,8
Nigeria,Ivory Coast,2022,2,0,2
France,Brazil,2022,2,1,3
Finland,Netherlands,2022,0,3,3
Venezuela,Latvia,2022,3,0,3
Bulgaria,Lithuania,2022,2,3,5
Ukraine,Uzbekistan,2022,2,0,2
Scotland,Slovakia,2022,2,0,2
Poland,Hungary,2022,1,2,3
Wales,Belgium,2022,0,0,0
Republic of Ireland,Russia,2022,0,1,1
Malta,Morocco,2022,0,1,1
United States,New Zealand,2022,5,0,5
Czech Republic,Iceland,2022,1,2,3
Italy,Norway,2022,2,1,3
Portugal,Sweden,2022,0,4,4
England,Spain,2022,0,0,0
Canada,Germany,2022,1,0,1
Burundi,Djibouti,2022,5,0,5
Brazil,Finland,2022,0,0,0
France,Netherlands,2022,3,1,4
Namibia,Zambia,2022,1,1,2
Mali,Senegal,2022,1,0,1
Lithuania,Latvia,2022,0,1,1
Ukraine,Bulgaria,2022,2,0,2
Uzbekistan,Venezuela,2022,0,0,0
Slovakia,Poland,2022,2,0,2
Scotland,Hungary,2022,0,0,0
Wales,Republic of Ireland,2022,0,1,1
Belgium,Russia,2022,0,0,0
Morocco,Moldova,2022,4,0,4
New Zealand,Czech Republic,2022,0,0,0
United States,Iceland,2022,5,0,5
Sweden,Italy,2022,1,1,2
Portugal,Norway,2022,0,2,2
Botswana,Zimbabwe,2022,0,2,2
Algeria,South Africa,2022,1,1,2
Equatorial Guinea,Tunisia,2022,3,2,5
Gabon,Togo,2022,1,2,3
Gambia,Cameroon,2022,1,2,3
Burkina Faso,Guinea-Bissau,2022,1,0,1
Ivory Coast,Nigeria,2022,0,1,1
Turkey,Serbia,2022,2,5,7
Spain,Canada,2022,1,0,1
England,Germany,2022,3,1,4
Georgia,Sweden,2022,0,15,15
Belarus,Iceland,2022,0,5,5
Norway,Kosovo,2022,5,1,6
Albania,Belgium,2022,0,5,5
Poland,Armenia,2022,12,0,12
Bulgaria,Turkey,2022,0,2,2
Serbia,Israel,2022,4,0,4
Bosnia and Herzegovina,Azerbaijan,2022,1,0,1
Slovakia,Finland,2022,1,1,2
Hungary,Faroe Islands,2022,7,0,7
Netherlands,Cyprus,2022,12,0,12
North Macedonia,England,2022,0,10,10
Austria,Northern Ireland,2022,3,1,4
Moldova,Croatia,2022,0,1,1
Romania,Switzerland,2022,1,1,2
Italy,Lithuania,2022,7,0,7
Kazakhstan,Slovenia,2022,0,2,2
Estonia,Greece,2022,1,3,4
Wales,France,2022,1,2,3
Malta,Denmark,2022,0,2,2
Luxembourg,Latvia,2022,3,2,5
Germany,Portugal,2022,3,0,3
Finland,Georgia,2022,6,0,6
Sweden,Republic of Ireland,2022,1,1,2
Scotland,Spain,2022,0,2,2
Czech Republic,Iceland,2022,0,1,1
Luxembourg,North Macedonia,2022,2,1,3
Austria,Latvia,2022,8,0,8
Northern Ireland,England,2022,0,5,5
Armenia,Albania,2022,0,4,4
Norway,Poland,2022,2,1,3
Kosovo,Belgium,2022,1,6,7
Croatia,Romania,2022,0,1,1
Lithuania,Moldova,2022,4,0,4
Switzerland,Italy,2022,0,1,1
Serbia,Germany,2022,3,2,5
Israel,Turkey,2022,1,0,1
Portugal,Bulgaria,2022,3,0,3
Kazakhstan,Wales,2022,0,3,3
Greece,Estonia,2022,3,0,3
France,Slovenia,2022,1,0,1
Montenegro,Bosnia and Herzegovina,2022,0,2,2
Denmark,Azerbaijan,2022,2,0,2
Bulgaria,Israel,2022,0,2,2
Ukraine,Scotland,2022,0,4,4
Belarus,Czech Republic,2022,2,1,3
Latvia,Luxembourg,2022,1,0,1
Moldova,Romania,2022,0,4,4
Georgia,Republic of Ireland,2022,0,9,9
Ukraine,Hungary,2022,2,0,2
Netherlands,Belarus,2022,3,0,3
Moldova,Lithuania,2022,1,1,2
Estonia,Kazakhstan,2022,4,2,6
Morocco,Burkina Faso,2022,1,0,1
Senegal,Uganda,2022,2,0,2
Cameroon,Zambia,2022,0,0,0
Tunisia,Togo,2022,4,1,5
United States,Haiti,2022,3,0,3
Mexico,Jamaica,2022,0,1,1
Nigeria,South Africa,2022,1,2,3
Burundi,Botswana,2022,2,4,6
Costa Rica,Panama,2022,3,0,3
Canada,Trinidad and Tobago,2022,6,0,6
Burkina Faso,Senegal,2022,0,1,1
Morocco,Uganda,2022,3,1,4
England,Austria,2022,1,0,1
Zambia,Tunisia,2022,1,0,1
Togo,Cameroon,2022,1,1,2
Norway,Northern Ireland,2022,4,1,5
Jamaica,United States,2022,0,5,5
Mexico,Haiti,2022,0,3,3
South Africa,Burundi,2022,3,1,4
Botswana,Nigeria,2022,0,2,2
Spain,Finland,2022,4,1,5
Germany,Denmark,2022,4,0,4
Bolivia,Ecuador,2022,1,6,7
Colombia,Paraguay,2022,4,2,6
Trinidad and Tobago,Costa Rica,2022,0,4,4
Panama,Canada,2022,0,1,1
Morocco,Senegal,2022,1,0,1
Burkina Faso,Uganda,2022,2,2,4
Portugal,Switzerland,2022,2,2,4
Netherlands,Sweden,2022,1,1,2
Uruguay,Venezuela,2022,0,1,1
Brazil,Argentina,2022,4,0,4
Cameroon,Tunisia,2022,2,0,2
Zambia,Togo,2022,4,1,5
Belgium,Iceland,2022,1,1,2
France,Italy,2022,5,1,6
South Africa,Botswana,2022,1,0,1
Nigeria,Burundi,2022,4,0,4
Austria,Northern Ireland,2022,2,0,2
England,Norway,2022,8,0,8
Paraguay,Chile,2022,3,2,5
Colombia,Bolivia,2022,3,0,3
Jamaica,Haiti,2022,4,0,4
Mexico,United States,2022,0,1,1
Canada,Costa Rica,2022,2,0,2
Panama,Trinidad and Tobago,2022,1,0,1
Denmark,Finland,2022,1,0,1
Germany,Spain,2022,2,0,2
Uruguay,Brazil,2022,0,3,3
Argentina,Peru,2022,4,0,4
Sweden,Switzerland,2022,2,1,3
Netherlands,Portugal,2022,3,2,5
Samoa,Tonga,2022,2,0,2
Zambia,Senegal,2022,1,1,2
Morocco,Botswana,2022,2,1,3
Italy,Iceland,2022,1,1,2
France,Belgium,2022,2,1,3
Vanuatu,Papua New Guinea,2022,1,3,4
Fiji,Solomon Islands,2022,1,1,2
Paraguay,Bolivia,2022,2,0,2
Chile,Ecuador,2022,2,1,3
United States,Costa Rica,2022,3,0,3
Canada,Jamaica,2022,3,0,3
Cameroon,Nigeria,2022,0,1,1
South Africa,Tunisia,2022,1,0,1
England,Northern Ireland,2022,5,0,5
Austria,Norway,2022,1,0,1
Argentina,Uruguay,2022,5,0,5
Peru,Venezuela,2022,0,2,2
Finland,Germany,2022,0,3,3
Denmark,Spain,2022,0,1,1
Tonga,Cook Islands,2022,1,1,2
Switzerland,Netherlands,2022,1,4,5
Sweden,Portugal,2022,5,0,5
Papua New Guinea,Tahiti,2022,2,1,3
Fiji,New Caledonia,2022,3,1,4
Chile,Bolivia,2022,5,0,5
Colombia,Ecuador,2022,2,1,3
Senegal,Tunisia,2022,0,0,0
Botswana,Cameroon,2022,0,1,1
Iceland,France,2022,1,1,2
Italy,Belgium,2022,0,1,1
Venezuela,Brazil,2022,0,4,4
Peru,Uruguay,2022,0,6,6
Costa Rica,Jamaica,2022,0,1,1
United States,Canada,2022,1,0,1
Zambia,South Africa,2022,0,1,1
Morocco,Nigeria,2022,1,1,2
Cook Islands,Samoa,2022,0,1,1
England,Spain,2022,2,1,3
Tahiti,Vanuatu,2022,0,0,0
New Caledonia,Solomon Islands,2022,2,2,4
Colombia,Chile,2022,4,0,4
Ecuador,Paraguay,2022,1,2,3
Germany,Austria,2022,2,0,2
Brazil,Peru,2022,6,0,6
Venezuela,Argentina,2022,0,1,1
Sweden,Belgium,2022,1,0,1
Nigeria,Zambia,2022,0,1,1
France,Netherlands,2022,1,0,1
Samoa,New Caledonia,2022,4,2,6
Papua New Guinea,Tonga,2022,3,3,6
Morocco,South Africa,2022,1,2,3
Fiji,Cook Islands,2022,2,0,2
Tahiti,Solomon Islands,2022,0,1,1
Chile,Venezuela,2022,1,1,2
Colombia,Argentina,2022,1,0,1
England,Sweden,2022,4,0,4
Brazil,Paraguay,2022,2,0,2
Germany,France,2022,2,1,3
Samoa,Papua New Guinea,2022,0,3,3
Fiji,Solomon Islands,2022,3,1,4
Argentina,Paraguay,2022,3,1,4
Samoa,Solomon Islands,2022,1,1,2
Fiji,Papua New Guinea,2022,1,2,3
Colombia,Brazil,2022,0,1,1
England,Germany,2022,2,1,3
Colombia,Canada,2022,1,0,1
Mexico,Chile,2022,1,2,3
Georgia,Slovakia,2022,0,4,4
Republic of Ireland,Finland,2022,1,0,1
Cyprus,Czech Republic,2022,0,6,6
North Macedonia,Latvia,2022,3,2,5
Albania,Poland,2022,1,2,3
Kosovo,Armenia,2022,2,1,3
Israel,Bulgaria,2022,2,0,2
Denmark,Montenegro,2022,5,1,6
Faroe Islands,Ukraine,2022,0,3,3
Spain,Hungary,2022,3,0,3
Iceland,Belarus,2022,6,0,6
Luxembourg,Northern Ireland,2022,1,2,3
Belgium,Norway,2022,0,1,1
Moldova,Italy,2022,0,8,8
Lithuania,Romania,2022,1,7,8
Croatia,Switzerland,2022,0,2,2
Serbia,Portugal,2022,1,2,3
Estonia,France,2022,0,9,9
Slovenia,Kazakhstan,2022,2,0,2
Greece,Wales,2022,0,1,1
Malta,Azerbaijan,2022,0,2,2
Austria,England,2022,0,2,2
Turkey,Germany,2022,0,3,3
Colombia,Chile,2022,2,1,3
Mexico,Canada,2022,4,1,5
Finland,Sweden,2022,0,5,5
Slovakia,Republic of Ireland,2022,0,1,1
Faroe Islands,Scotland,2022,0,6,6
Spain,Ukraine,2022,5,0,5
Czech Republic,Belarus,2022,7,0,7
Netherlands,Iceland,2022,1,0,1
Latvia,Northern Ireland,2022,1,3,4
England,Luxembourg,2022,10,0,10
Austria,North Macedonia,2022,10,0,10
Armenia,Belgium,2022,0,7,7
Norway,Albania,2022,5,0,5
Poland,Kosovo,2022,7,0,7
Lithuania,Croatia,2022,0,1,1
Italy,Romania,2022,2,0,2
Switzerland,Moldova,2022,15,0,15
Bulgaria,Germany,2022,0,8,8
Israel,Serbia,2022,0,2,2
Portugal,Turkey,2022,4,0,4
Kazakhstan,Estonia,2022,0,2,2
France,Greece,2022,5,1,6
Wales,Slovenia,2022,0,0,0
Azerbaijan,Bosnia and Herzegovina,2022,1,1,2
Malta,Montenegro,2022,2,0,2
Canada,Chile,2022,3,2,5
Mexico,Colombia,2022,1,1,2
Scotland,Austria,2022,1,0,1
Wales,Bosnia and Herzegovina,2022,1,0,1
Portugal,Belgium,2022,2,1,3
Latvia,Faroe Islands,2022,2,3,5
Estonia,Lithuania,2022,4,1,5
Japan,New Zealand,2022,2,0,2
Latvia,Lithuania,2022,1,2,3
Estonia,Faroe Islands,2022,3,1,4
Portugal,Iceland,2022,4,1,5
Scotland,Republic of Ireland,2022,0,1,1
Switzerland,Wales,2022,2,1,3
Pakistan,Comoros,2023,1,0,1
Saudi Arabia,Mauritius,2023,1,0,1
Mauritius,Pakistan,2023,2,1,3
Saudi Arabia,Comoros,2023,2,0,2
Comoros,Mauritius,2023,2,1,3
Saudi Arabia,Pakistan,2023,1,1,2
Slovenia,Uzbekistan,2023,2,1,3
Bulgaria,Hong Kong,2023,2,0,2
Estonia,Kosovo,2023,1,2,3
Costa Rica,Colombia,2023,1,1,2
Mexico,Nigeria,2023,1,0,1
Scotland,Iceland,2023,0,2,2
Wales,Philippines,2023,1,0,1
Norway,Uruguay,2023,1,0,1
France,Denmark,2023,1,0,1
Spain,Jamaica,2023,3,0,3
Australia,Czech Republic,2023,4,0,4
Italy,Belgium,2023,1,2,3
England,South Korea,2023,4,0,4
Romania,Hungary,2023,2,1,3
Croatia,Finland,2023,1,4,5
Japan,Brazil,2023,0,1,1
United States,Canada,2023,2,0,2
New Zealand,Portugal,2023,0,5,5
Argentina,Chile,2023,4,0,4
Cameroon,Thailand,2023,2,0,2
Senegal,Haiti,2023,0,4,4
South Africa,Uzbekistan,2023,3,0,3
Zambia,Slovenia,2023,0,1,1
Kosovo,Hong Kong,2023,7,0,7
North Macedonia,Bulgaria,2023,1,2,3
Colombia,Nigeria,2023,1,0,1
Mexico,Costa Rica,2023,1,1,2
Philippines,Scotland,2023,1,2,3
Wales,Iceland,2023,0,0,0
Denmark,Norway,2023,2,0,2
France,Uruguay,2023,5,1,6
Taiwan,Paraguay,2023,2,2,4
Papua New Guinea,Panama,2023,0,2,2
Jamaica,Czech Republic,2023,2,3,5
Australia,Spain,2023,3,2,5
England,Italy,2023,2,1,3
Belgium,South Korea,2023,2,1,3
Finland,Hungary,2023,8,0,8
Romania,Croatia,2023,0,2,2
United States,Japan,2023,1,0,1
Brazil,Canada,2023,0,2,2
New Zealand,Argentina,2023,0,2,2
Thailand,Senegal,2023,1,1,2
Uzbekistan,Zambia,2023,0,4,4
South Africa,Slovenia,2023,1,1,2
Bulgaria,Kosovo,2023,1,2,3
Estonia,North Macedonia,2023,1,1,2
Nigeria,Costa Rica,2023,1,0,1
Mexico,Colombia,2023,1,1,2
Scotland,Wales,2023,1,1,2
Iceland,Philippines,2023,5,0,5
Denmark,Uruguay,2023,3,2,5
France,Norway,2023,0,0,0
Portugal,Cameroon,2023,2,1,3
Chile,Haiti,2023,1,2,3
Czech Republic,Spain,2023,0,3,3
Australia,Jamaica,2023,3,0,3
South Korea,Italy,2023,1,2,3
England,Belgium,2023,6,1,7
Finland,Romania,2023,4,0,4
Hungary,Croatia,2023,0,1,1
Canada,Japan,2023,0,3,3
United States,Brazil,2023,2,1,3
Paraguay,Panama,2023,0,1,1
Taiwan,Papua New Guinea,2023,5,0,5
New Zealand,Argentina,2023,0,1,1
England,Brazil,2023,1,1,2
